,fileNameAsDelivered,scientificName,MCQ_Prompt
119,Indigo_Bunting_0056_12637.jpg,Passerina cyanea,"What is scientific name of Bird in the image?

Options: A)Passerina cyanea, B)Vireo solitarius, C)Zonotrichia leucophrys, D)Larus glaucescens.

Write the answer after writing ""The answer is:"""
120,Black_Throated_Blue_Warbler_0129_161399.jpg,Setophaga caerulescens,"What is scientific name of Bird in the image?

Options: A)Icterus parisorum, B)Setophaga caerulescens, C)Corvus albicollis, D)Larus schistisagus.

Write the answer after writing ""The answer is:"""
121,Chestnut_Sided_Warbler_0057_163957.jpg,Setophaga pensylvanica,"What is scientific name of Bird in the image?

Options: A)Setophaga pensylvanica, B)Passerina cyanea, C)Icterus cucullatus, D)Larus heermanni.

Write the answer after writing ""The answer is:"""
122,American_Redstart_0071_103266.jpg,Setophaga ruticilla,"What is scientific name of Bird in the image?

Options: A)Icterus cucullatus, B)Spizella breweri, C)Setophaga ruticilla, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
123,Prairie_Warbler_0053_173290.jpg,Setophaga discolor,"What is scientific name of Bird in the image?

Options: A)Passerina ciris, B)Icterus cucullatus, C)Setophaga discolor, D)Leiothlypis ruficapilla.

Write the answer after writing ""The answer is:"""
124,Palm_Warbler_0066_169284.jpg,Setophaga palmarum,"What is scientific name of Bird in the image?

Options: A)Setophaga palmarum, B)Larus californicus, C)Passerina amoena, D)Spizella passerina.

Write the answer after writing ""The answer is:"""
125,Palm_Warbler_0108_169426.jpg,Setophaga palmarum,"What is scientific name of Bird in the image?

Options: A)Setophaga palmarum, B)Passerina caerulea, C)Corvus ossifragus, D)Leiothlypis peregrina.

Write the answer after writing ""The answer is:"""
126,Bay_Breasted_Warbler_0062_159783.jpg,Setophaga castanea,"What is scientific name of Bird in the image?

Options: A)Zonotrichia leucophrys, B)Spizella pallida, C)Corvus ossifragus, D)Setophaga castanea.

Write the answer after writing ""The answer is:"""
127,Palm_Warbler_0111_169663.jpg,Setophaga palmarum,"What is scientific name of Bird in the image?

Options: A)Spizella pusilla, B)Corvus ossifragus, C)Setophaga palmarum, D)Passerina amoena.

Write the answer after writing ""The answer is:"""
128,Bay_Breasted_Warbler_0018_159897.jpg,Setophaga castanea,"What is scientific name of Bird in the image?

Options: A)Leiothlypis ruficapilla, B)Larus schistisagus, C)Setophaga castanea, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
129,Prairie_Warbler_0086_172534.jpg,Setophaga discolor,"What is scientific name of Bird in the image?

Options: A)Setophaga discolor, B)Geothlypis trichas, C)Passerina cyanea, D)Zonotrichia albicollis.

Write the answer after writing ""The answer is:"""
130,Palm_Warbler_0056_168740.jpg,Setophaga palmarum,"What is scientific name of Bird in the image?

Options: A)Icterus cucullatus, B)Passerina cyanea, C)Leiothlypis ruficapilla, D)Setophaga palmarum.

Write the answer after writing ""The answer is:"""
131,Bay_Breasted_Warbler_0045_797135.jpg,Setophaga castanea,"What is scientific name of Bird in the image?

Options: A)Corvus corax, B)Leiothlypis celata, C)Icterus spurius, D)Setophaga castanea.

Write the answer after writing ""The answer is:"""
132,Yellow_Warbler_0056_176320.jpg,Setophaga petechia,"What is scientific name of Bird in the image?

Options: A)Larus heermanni, B)Setophaga petechia, C)Vireo solitarius, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
133,Bay_Breasted_Warbler_0072_797114.jpg,Setophaga castanea,"What is scientific name of Bird in the image?

Options: A)Corvus albicollis, B)Setophaga castanea, C)Spizella passerina, D)Vireo philadelphicus.

Write the answer after writing ""The answer is:"""
134,Cape_May_Warbler_0100_162923.jpg,Setophaga tigrina,"What is scientific name of Bird in the image?

Options: A)Spizella pusilla, B)Icterus parisorum, C)Passerina caerulea, D)Setophaga tigrina.

Write the answer after writing ""The answer is:"""
135,Magnolia_Warbler_0021_165919.jpg,Setophaga magnolia,"What is scientific name of Bird in the image?

Options: A)Vireo griseus, B)Zonotrichia querula, C)Setophaga magnolia, D)Larus argentatus.

Write the answer after writing ""The answer is:"""
136,Cerulean_Warbler_0019_797186.jpg,Setophaga cerulea,"What is scientific name of Bird in the image?

Options: A)Setophaga cerulea, B)Spizella pusilla, C)Zonotrichia albicollis, D)Leiothlypis ruficapilla.

Write the answer after writing ""The answer is:"""
137,Cerulean_Warbler_0038_797230.jpg,Setophaga cerulea,"What is scientific name of Bird in the image?

Options: A)Setophaga cerulea, B)Passerina caerulea, C)Leiothlypis peregrina, D)Icterus cucullatus.

Write the answer after writing ""The answer is:"""
138,Yellow_Warbler_0044_176367.jpg,Setophaga petechia,"What is scientific name of Bird in the image?

Options: A)Geothlypis formosa, B)Spizella breweri, C)Setophaga petechia, D)Larus occidentalis.

Write the answer after writing ""The answer is:"""
139,Pine_Warbler_0133_171641.jpg,Setophaga pinus,"What is scientific name of Bird in the image?

Options: A)Icterus cucullatus, B)Setophaga pinus, C)Vireo solitarius, D)Corvus corax.

Write the answer after writing ""The answer is:"""
140,Chipping_Sparrow_0026_109010.jpg,Spizella passerina,"What is scientific name of Bird in the image?

Options: A)Corvus albicollis, B)Spizella passerina, C)Passerina ciris, D)Leiothlypis ruficapilla.

Write the answer after writing ""The answer is:"""
141,Brewer_Sparrow_0031_796712.jpg,Spizella breweri,"What is scientific name of Bird in the image?

Options: A)Corvus albicollis, B)Spizella breweri, C)Vireo olivaceus, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
142,Field_Sparrow_0069_113827.jpg,Spizella pusilla,"What is scientific name of Bird in the image?

Options: A)Corvus brachyrhynchos, B)Larus californicus, C)Spizella pusilla, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
143,Clay_Colored_Sparrow_0055_110647.jpg,Spizella pallida,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Spizella pallida, C)Geothlypis trichas, D)Setophaga magnolia.

Write the answer after writing ""The answer is:"""
144,Brewer_Sparrow_0007_796700.jpg,Spizella breweri,"What is scientific name of Bird in the image?

Options: A)Setophaga caerulescens, B)Vireo gilvus, C)Larus californicus, D)Spizella breweri.

Write the answer after writing ""The answer is:"""
145,Clay_Colored_Sparrow_0022_110518.jpg,Spizella pallida,"What is scientific name of Bird in the image?

Options: A)Setophaga palmarum, B)Passerina ciris, C)Spizella pallida, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
146,Brewer_Sparrow_0008_796703.jpg,Spizella breweri,"What is scientific name of Bird in the image?

Options: A)Geothlypis formosa, B)Leiothlypis ruficapilla, C)Spizella breweri, D)Setophaga magnolia.

Write the answer after writing ""The answer is:"""
147,Field_Sparrow_0051_114107.jpg,Spizella pusilla,"What is scientific name of Bird in the image?

Options: A)Zonotrichia querula, B)Passerina amoena, C)Icterus spurius, D)Spizella pusilla.

Write the answer after writing ""The answer is:"""
148,Chipping_Sparrow_0111_108515.jpg,Spizella passerina,"What is scientific name of Bird in the image?

Options: A)Passerina cyanea, B)Spizella passerina, C)Icterus parisorum, D)Leiothlypis ruficapilla.

Write the answer after writing ""The answer is:"""
149,Field_Sparrow_0123_113847.jpg,Spizella pusilla,"What is scientific name of Bird in the image?

Options: A)Leiothlypis ruficapilla, B)Setophaga cerulea, C)Passerina ciris, D)Spizella pusilla.

Write the answer after writing ""The answer is:"""
150,Field_Sparrow_0126_113426.jpg,Spizella pusilla,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Vireo griseus, C)Corvus corax, D)Spizella pusilla.

Write the answer after writing ""The answer is:"""
151,Clay_Colored_Sparrow_0064_110664.jpg,Spizella pallida,"What is scientific name of Bird in the image?

Options: A)Vireo griseus, B)Passerina amoena, C)Setophaga pinus, D)Spizella pallida.

Write the answer after writing ""The answer is:"""
152,Brewer_Sparrow_0047_107428.jpg,Spizella breweri,"What is scientific name of Bird in the image?

Options: A)Leiothlypis ruficapilla, B)Passerina cyanea, C)Geothlypis trichas, D)Spizella breweri.

Write the answer after writing ""The answer is:"""
153,Field_Sparrow_0100_113503.jpg,Spizella pusilla,"What is scientific name of Bird in the image?

Options: A)Zonotrichia albicollis, B)Vireo flavifrons, C)Spizella pusilla, D)Icterus galbula.

Write the answer after writing ""The answer is:"""
154,Chipping_Sparrow_0005_108931.jpg,Spizella passerina,"What is scientific name of Bird in the image?

Options: A)Geothlypis formosa, B)Icterus galbula, C)Passerina caerulea, D)Spizella passerina.

Write the answer after writing ""The answer is:"""
155,Brewer_Sparrow_0064_107502.jpg,Spizella breweri,"What is scientific name of Bird in the image?

Options: A)Spizella breweri, B)Setophaga ruticilla, C)Corvus brachyrhynchos, D)Leiothlypis peregrina.

Write the answer after writing ""The answer is:"""
156,Brewer_Sparrow_0060_107391.jpg,Spizella breweri,"What is scientific name of Bird in the image?

Options: A)Vireo griseus, B)Spizella breweri, C)Corvus corax, D)Leiothlypis peregrina.

Write the answer after writing ""The answer is:"""
157,Field_Sparrow_0111_113899.jpg,Spizella pusilla,"What is scientific name of Bird in the image?

Options: A)Zonotrichia albicollis, B)Vireo gilvus, C)Spizella pusilla, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
158,Chipping_Sparrow_0091_108308.jpg,Spizella passerina,"What is scientific name of Bird in the image?

Options: A)Larus glaucescens, B)Icterus cucullatus, C)Vireo gilvus, D)Spizella passerina.

Write the answer after writing ""The answer is:"""
159,Brewer_Sparrow_0010_796716.jpg,Spizella breweri,"What is scientific name of Bird in the image?

Options: A)Icterus spurius, B)Passerina ciris, C)Leiothlypis ruficapilla, D)Spizella breweri.

Write the answer after writing ""The answer is:"""
160,Red_Eyed_Vireo_0061_157202.jpg,Vireo olivaceus,"What is scientific name of Bird in the image?

Options: A)Vireo olivaceus, B)Setophaga pensylvanica, C)Icterus spurius, D)Spizella breweri.

Write the answer after writing ""The answer is:"""
161,Philadelphia_Vireo_0037_794770.jpg,Vireo philadelphicus,"What is scientific name of Bird in the image?

Options: A)Geothlypis formosa, B)Larus argentatus, C)Setophaga caerulescens, D)Vireo philadelphicus.

Write the answer after writing ""The answer is:"""
162,Philadelphia_Vireo_0070_794758.jpg,Vireo philadelphicus,"What is scientific name of Bird in the image?

Options: A)Spizella passerina, B)Vireo philadelphicus, C)Setophaga pinus, D)Icterus cucullatus.

Write the answer after writing ""The answer is:"""
163,Blue_Headed_Vireo_0031_156056.jpg,Vireo solitarius,"What is scientific name of Bird in the image?

Options: A)Vireo solitarius, B)Geothlypis trichas, C)Passerina cyanea, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
164,Blue_Headed_Vireo_0105_156229.jpg,Vireo solitarius,"What is scientific name of Bird in the image?

Options: A)Corvus ossifragus, B)Vireo solitarius, C)Larus delawarensis, D)Zonotrichia albicollis.

Write the answer after writing ""The answer is:"""
165,Black_Capped_Vireo_0042_797483.jpg,Vireo atricapilla,"What is scientific name of Bird in the image?

Options: A)Icterus galbula, B)Spizella breweri, C)Zonotrichia leucophrys, D)Vireo atricapilla.

Write the answer after writing ""The answer is:"""
166,Yellow_Throated_Vireo_0080_794990.jpg,Vireo flavifrons,"What is scientific name of Bird in the image?

Options: A)Setophaga petechia, B)Vireo flavifrons, C)Geothlypis trichas, D)Corvus brachyrhynchos.

Write the answer after writing ""The answer is:"""
167,Red_Eyed_Vireo_0133_156668.jpg,Vireo olivaceus,"What is scientific name of Bird in the image?

Options: A)Setophaga castanea, B)Icterus spurius, C)Vireo olivaceus, D)Corvus ossifragus.

Write the answer after writing ""The answer is:"""
168,White_Eyed_Vireo_0032_159145.jpg,Vireo griseus,"What is scientific name of Bird in the image?

Options: A)Corvus ossifragus, B)Larus schistisagus, C)Setophaga palmarum, D)Vireo griseus.

Write the answer after writing ""The answer is:"""
169,Red_Eyed_Vireo_0079_158198.jpg,Vireo olivaceus,"What is scientific name of Bird in the image?

Options: A)Larus californicus, B)Setophaga palmarum, C)Vireo olivaceus, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
170,Philadelphia_Vireo_0040_794764.jpg,Vireo philadelphicus,"What is scientific name of Bird in the image?

Options: A)Setophaga pensylvanica, B)Vireo philadelphicus, C)Leiothlypis celata, D)Passerina cyanea.

Write the answer after writing ""The answer is:"""
171,Red_Eyed_Vireo_0054_157158.jpg,Vireo olivaceus,"What is scientific name of Bird in the image?

Options: A)Corvus brachyrhynchos, B)Larus californicus, C)Vireo olivaceus, D)Passerina caerulea.

Write the answer after writing ""The answer is:"""
172,Warbling_Vireo_0092_158688.jpg,Vireo gilvus,"What is scientific name of Bird in the image?

Options: A)Vireo gilvus, B)Spizella pallida, C)Geothlypis philadelphia, D)Passerina caerulea.

Write the answer after writing ""The answer is:"""
173,White_Eyed_Vireo_0071_159072.jpg,Vireo griseus,"What is scientific name of Bird in the image?

Options: A)Zonotrichia leucophrys, B)Passerina ciris, C)Vireo griseus, D)Corvus corax.

Write the answer after writing ""The answer is:"""
174,Philadelphia_Vireo_0016_156598.jpg,Vireo philadelphicus,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Geothlypis formosa, C)Icterus spurius, D)Vireo philadelphicus.

Write the answer after writing ""The answer is:"""
175,Blue_Headed_Vireo_0122_156017.jpg,Vireo solitarius,"What is scientific name of Bird in the image?

Options: A)Vireo solitarius, B)Passerina caerulea, C)Icterus spurius, D)Zonotrichia querula.

Write the answer after writing ""The answer is:"""
176,Yellow_Throated_Vireo_0023_159584.jpg,Vireo flavifrons,"What is scientific name of Bird in the image?

Options: A)Passerina ciris, B)Vireo flavifrons, C)Larus schistisagus, D)Spizella pallida.

Write the answer after writing ""The answer is:"""
177,Blue_Headed_Vireo_0026_156245.jpg,Vireo solitarius,"What is scientific name of Bird in the image?

Options: A)Passerina amoena, B)Larus argentatus, C)Corvus brachyrhynchos, D)Vireo solitarius.

Write the answer after writing ""The answer is:"""
178,Black_Capped_Vireo_0008_797454.jpg,Vireo atricapilla,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Zonotrichia leucophrys, C)Setophaga cerulea, D)Vireo atricapilla.

Write the answer after writing ""The answer is:"""
179,Blue_Headed_Vireo_0086_156244.jpg,Vireo solitarius,"What is scientific name of Bird in the image?

Options: A)Setophaga magnolia, B)Vireo solitarius, C)Corvus brachyrhynchos, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
180,Harris_Sparrow_0026_116620.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Setophaga discolor, B)Zonotrichia querula, C)Corvus brachyrhynchos, D)Passerina amoena.

Write the answer after writing ""The answer is:"""
181,Harris_Sparrow_0025_116648.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Icterus spurius, B)Vireo griseus, C)Zonotrichia querula, D)Spizella breweri.

Write the answer after writing ""The answer is:"""
182,White_Throated_Sparrow_0125_128832.jpg,Zonotrichia albicollis,"What is scientific name of Bird in the image?

Options: A)Larus heermanni, B)Leiothlypis ruficapilla, C)Zonotrichia albicollis, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
183,White_Crowned_Sparrow_0043_127096.jpg,Zonotrichia leucophrys,"What is scientific name of Bird in the image?

Options: A)Icterus spurius, B)Corvus corax, C)Zonotrichia leucophrys, D)Setophaga ruticilla.

Write the answer after writing ""The answer is:"""
184,White_Throated_Sparrow_0063_128803.jpg,Zonotrichia albicollis,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Zonotrichia albicollis, C)Spizella pallida, D)Larus glaucescens.

Write the answer after writing ""The answer is:"""
185,Harris_Sparrow_0082_116660.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Setophaga discolor, B)Geothlypis trichas, C)Zonotrichia querula, D)Vireo flavifrons.

Write the answer after writing ""The answer is:"""
186,Harris_Sparrow_0004_116581.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Passerina caerulea, B)Larus delawarensis, C)Icterus galbula, D)Zonotrichia querula.

Write the answer after writing ""The answer is:"""
187,White_Crowned_Sparrow_0114_127027.jpg,Zonotrichia leucophrys,"What is scientific name of Bird in the image?

Options: A)Passerina amoena, B)Setophaga cerulea, C)Vireo philadelphicus, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
188,White_Crowned_Sparrow_0057_127927.jpg,Zonotrichia leucophrys,"What is scientific name of Bird in the image?

Options: A)Zonotrichia leucophrys, B)Setophaga magnolia, C)Leiothlypis ruficapilla, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
189,White_Crowned_Sparrow_0092_125934.jpg,Zonotrichia leucophrys,"What is scientific name of Bird in the image?

Options: A)Corvus brachyrhynchos, B)Geothlypis trichas, C)Leiothlypis celata, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
190,White_Crowned_Sparrow_0083_128777.jpg,Zonotrichia leucophrys,"What is scientific name of Bird in the image?

Options: A)Passerina amoena, B)Larus californicus, C)Icterus cucullatus, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
191,White_Throated_Sparrow_0039_128859.jpg,Zonotrichia albicollis,"What is scientific name of Bird in the image?

Options: A)Zonotrichia albicollis, B)Setophaga ruticilla, C)Passerina ciris, D)Vireo solitarius.

Write the answer after writing ""The answer is:"""
192,White_Crowned_Sparrow_0122_128577.jpg,Zonotrichia leucophrys,"What is scientific name of Bird in the image?

Options: A)Zonotrichia leucophrys, B)Leiothlypis peregrina, C)Spizella passerina, D)Vireo olivaceus.

Write the answer after writing ""The answer is:"""
193,White_Throated_Sparrow_0072_129203.jpg,Zonotrichia albicollis,"What is scientific name of Bird in the image?

Options: A)Setophaga castanea, B)Geothlypis philadelphia, C)Zonotrichia albicollis, D)Larus delawarensis.

Write the answer after writing ""The answer is:"""
194,Harris_Sparrow_0070_116400.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Zonotrichia querula, B)Vireo griseus, C)Passerina amoena, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
195,Harris_Sparrow_0074_116539.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Setophaga tigrina, B)Spizella passerina, C)Geothlypis trichas, D)Zonotrichia querula.

Write the answer after writing ""The answer is:"""
196,Harris_Sparrow_0039_116409.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Zonotrichia querula, B)Geothlypis philadelphia, C)Vireo olivaceus, D)Passerina ciris.

Write the answer after writing ""The answer is:"""
197,White_Throated_Sparrow_0002_129057.jpg,Zonotrichia albicollis,"What is scientific name of Bird in the image?

Options: A)Larus heermanni, B)Setophaga caerulescens, C)Icterus galbula, D)Zonotrichia albicollis.

Write the answer after writing ""The answer is:"""
198,White_Crowned_Sparrow_0017_125829.jpg,Zonotrichia leucophrys,"What is scientific name of Bird in the image?

Options: A)Leiothlypis peregrina, B)Passerina caerulea, C)Corvus brachyrhynchos, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
199,Harris_Sparrow_0034_116439.jpg,Zonotrichia querula,"What is scientific name of Bird in the image?

Options: A)Geothlypis trichas, B)Leiothlypis peregrina, C)Zonotrichia querula, D)Larus occidentalis.

Write the answer after writing ""The answer is:"""
